,감정_대분류,content,label,Emotion
16480,상처,엄마는 나에게 해주지 못한 게 많아서 항상 내게 미안하다고 해서 속상해.,1,
16481,분노,팀장님이 맨날 퇴근시간 다가오면 일을 줘서 화가 나 죽겠어.,1,
16482,슬픔,어렸을 때 부모님이 이혼하셔서 지금까지 엄마 얼굴을 제대로 본 기억도 안 나는 게 너무 화가 나.,1,
16483,불안,원래 하던 일을 그만두고 다른 회사를 다니게 되었는데 전 회사랑 업무 환경이 달라서 스트레스가 많아.,1,
16484,불안,사랑하는 남편이 얼마 전 사고로 하늘나라로 떠나버려서 아무것도 할 수 없는 나 자신이 걱정돼.,1,
16485,불안,은퇴가 얼마 남지 않은 상황에서 집사람이 사기를 당해서 내가 그동안 마련한 노후 자금을 다 날렸어.,1,
16486,상처,요즘 자꾸 후회가 돼.,1,
16487,상처,오랜만에 만난 친구가 나보고 너무 늙어서 못 알아봤대.,1,
16488,,그래미안하다.,1,슬픔
16489,불안,선배와의 의견 충돌이 있었어. 사소한 일인데 모임에서 내 뒷말이 나올까 봐 무서워.,1,
16490,불안,건강만은 자부했었는데 갑자기 입원이라니.,1,
16491,슬픔,결혼 선물로 명품백을 갖고 싶었는데 예비 신랑이 결혼 예산이 부족해 사줄 수가 없대.,1,
16492,분노,정리해고 얘기가 나오는데 살아갈 길이 막막해서 내 자신이 싫어져.,1,
16493,슬픔,돈 없다고 다른 애들을 무시하는 애들을 보면 막 화가 나.,1,
16494,,미래가 암담하다,1,슬픔
16495,, 헝헝솔직히 거기가면 펑펑울거같은데ㅠㅠㅠㅠㅠ..ㅋ,1,슬픔
16496,상처,그 사람은 내가 아닌 나의 재력을 사랑했어.,1,
16497,불안,갑작스럽게 병원에서 연락이 와서 딸아이가 사고를 당했다고 해서 너무 두려워.,1,
16498,분노,장애 때문에 주변에 친구도 없고 나를 지지해주는 사람도 없어서 너무 힘들어.,1,
16499,, 읽고 버리나요 ?..ㅠ..,1,슬픔
16500,불안,기저질환 때문에 매달 약 값이 나가는데 만만치가 않아서 힘들어.,1,
16501,상처,나 이혼하려고 해. 그래서 지금 너무 힘들고 괴롭고 뭐라 표현할 길이 없어.,1,
16502,슬픔,부모님이 몇 년 전에 이혼하시고 나서 나는 엄마랑 살고 있는데 요즘 아빠가 너무 보고 싶어.,1,
16503,, 카톡보니까 문자 씹고 이젠 쳐다 보지도 않네요,1,슬픔
16504,불안,요즘에는 속상한 일이 너무 많아.,1,
16505,분노,갱년기 증상이 심해져서 걱정이야. 자꾸 가족한테 짜증 내고 나도 이런 내가 싫어.,1,
16506,불안,코로나로 여행을 취소할까 고민이야.,1,
16507,불안,열심히 공부해서 장학금을 받아서 대학을 다니는 언니가 너무 부러워.,1,
16508,,이거 할라고 신의목소리 아무말없이 휴재때리고 폐지 시키는거..?,1,슬픔
16509,슬픔,병원에서 입원해서 누워있으니까 눈물이 나와.,1,
16510,불안,임신하니 스트레스 받는 상황이 늘었어.,1,
16511,불안,은퇴 이후에 가난하고 외롭게 살까 걱정이야.,1,
16512,,남자친구가 8월 13일날 입대를 했어요!!,1,슬픔
16513,분노,나이 먹어서 들어오는 일도 적고 월급도 적어서 나 어떡하면 좋아?,1,
16514,,회사가맘에안들지만 계속다닐까요,1,슬픔
16515,상처,상사가 내가 한 일도 아닌데 나한테 덮어씌우고 퇴사하게 만들었어.,1,
16516,불안,전문대 졸업 후 아무것도 안 하고 있어. 하고 싶은 것도 없어.,1,
16517,상처,아들이 나를 청소하는 일꾼 정도로만 여겨. 늙어서도 희생하는 기분이야.,1,
16518,분노,운동 신경이 없어서 체육 실기시험 성적이 바닥으로 나왔어. 좌절감이 들어.,1,
16519,분노,노약자석에 앉아있던 젊은이에게 자리 좀 비켜달라고 했는데 들은 척도 하지 않았어.,1,
16520,분노,어릴 때부터 있던 아토피가 최근 더 심해졌어.,1,
16521,분노,어제 어머니께 소리 지르고 대들었어. 내가 왜 그랬을까?,1,
16522,불안,세상 살아가는 게 참 힘이 드네.,1,
16523,불안,조만간 첫아이를 낳을 예정인데 아이 낳는 건 무서운 것 같아.,1,
16524,슬픔,아들만 나를 챙기는 것 같아서 딸에게 실망했어.,1,
16525,분노,백 세를 바라보시는 조부께서 치매가 걸리셔서 나에게 계속 투정을 부려서 짜증 나.,1,
16526,상처,나는 기초수급자야. 친구 한명이 기초수급자 명단에 내가 있는걸 어쩌다가 발견하게 되서 나를 따돌리기 시작했어.,1,
16527,,제가 밖에서 좀 걱정되서 서있다가 왔거든요,1,슬픔
16528,불안,딸의 남자 친구가 하는 사업이 의심이 들어 조심하라고 말하고 싶은데 말하기가 쉽지 않아.,1,
16529,불안,부서장이 까다로운 프로젝트를 나한테 책임지고 해보라고 맡겼는데 정말 나를 믿어서 맡긴 건지 아니면 감당 안 되는 일을 일부러 맡겨서 스스로 나가떨어지길 바라는 건지 모르겠어.,1,
16530,불안,얼마 전부터 부장님이 부장님 자녀 영어 과외를 시키는데 거절을 못 하겠어. 정말 당황스럽고 곤란해.,1,
16531,슬픔,내 주위엔 내 생각을 해주는 사람이 없어서 맘대로 살아도 아무도 뭐라 할 사람이 없는 것 같아.,1,
16532,슬픔,어머니가 오늘 돌아가셨어. 너무 눈물나.,1,
16533,불안,아무리 황혼이혼이 대세라지만 함부로 할 건 아닌 것 같네.,1,
16534,불안,난 노후준비가 너무 안 되어 있어.,1,
16535,,40대 남자들이 꿈꾸는 바를 달성했구먼..,1,슬픔
16536,상처,학교에서 친구들이 나를 괴물이라고 불러. 이제는 살고 싶지 않아.,1,
16537,슬픔,동네 마트 주인 때문에 너무 화가 나.,1,
16538,분노,아빠가 따돌림을 당하고 있는 걸 선생님에게 알린다고 해서 싫다고 했어.,1,
16539,슬픔,반 애들이 요즘 계속 싸우는데 어떻게 해결해야 할지 모르겠어서 속상해.,1,
16540,,고래나 코끼리가 오래 사는 동물이어서 더 마음이 안좋네요.,1,슬픔
16541,,주말부부라 남편과 함게 갈 수 없어 아기 안고?택시 타고?찾아갔어요.,1,슬픔
16542,, 동사자분들 너무 안타깝다.,1,슬픔
16543,불안,남편이 잔소리가 너무 심해서 항상 초조하고 힘들어.,1,
16544,슬픔,다들 결혼자금으로 일억 정도는 모아놨는데 난 뭐 하느라 이만큼밖에 못 모았는지 정말 후회돼.,1,
16545,불안,친구가 함께 사업을 하면 어떠냐고 물어봤지만 동업은 위험하고 불안한 느낌이 들어.,1,
16546,, 라면이랑 밥좀 줄여야하는데 생각만큼 안되네...,1,슬픔
16547,슬픔,이번 설에 가족들을 한번 전부 만나고 싶었는데 코로나 때문에 보지 못했어.,1,
16548,불안,내가 원하던 일은 이게 아닌데.,1,
16549,불안,나이도 있고 몸도 약한데 앞으로 어떻게 살아야 할지 불안해.,1,
16550,분노,보험 처리가 된다고 해서 치료받았는데 병원에서 인제 와서 보험 처리가 안 된다고 하네. 너무 화가 나!,1,
16551,분노,결혼은 준비할 것이 너무 많아. 정말 스트레스받아.,1,
16552,슬픔,요즘 나이가 드니 관절염이 심해져 경로당에 못 가고 집에만 있으니까 심심하고 우울하다.,1,
16553,분노,남편도 나이가 있다 보니 점점 몸이 안 좋아지는 것 같아. 나보다 약한 것 같아서 답답해.,1,
16554,분노,몸이 너무 불편해.,1,
16555,,그래서 과외 포기했지...,1,슬픔
16556,분노,요즘 취업 시장에서 남성만 우대한다는 사실이 너무 짜증이 나.,1,
16557,,전.......그냥...상근예비역입니당...,1,슬픔
16558,불안,나는 학교에서 나름 열심히 다녔는데 어떤 친구가 나를 괴롭혀서 당황스러웠어.,1,
16559,분노,녹내장으로 점점 시력을 잃어갈 것이라고 하는데 너무 무섭고 화가 나.,1,
16560,불안,이번 승진 심사를 통과할 수 있을지 모르겠어.,1,
16561,불안,내가 치매 판정을 받았는데 며느리가 알면 날 요양원으로 보낼까 봐 걱정돼.,1,
16562,상처,내 정신병 때문에 우리가 이혼했어. 그런데 이혼한 후에도 남편이 소문을 이상하게 낼까 봐 걱정돼.,1,
16563,슬픔,전 회사는 복지가 좋았는데 지금 회사는 그 부분이 별로라서 후회되네.,1,
16564,상처,자식들 학비 버느라 몸이 다 상했는데 자식들은 아픈 나한테 병원비를 보태지 않아.,1,
16565,분노,자식이 만날 나만 보면 하는 소리가 있는데 자꾸 들으니 짜증이 나네.,1,
16566,불안,교사가 된 지 일 년인데 내가 생각했던 직업이 아니야. 너무 혼란스러워.,1,
16567,상처,엄마랑 아빠랑 이혼하신대.,1,
16568,분노,은행 대출금을 갚고 또 갚아도 언제 다 갚을지 끝이 안 보여서 답답해.,1,
16569,불안,은퇴하고 사람들 만나기가 싫어지네.,1,
16570,불안,요새 뉴스에서 보면 우리도 혼자 잘 살아야 한대. 자식들에게 너무 의지하지 말고.,1,
16571,,기말 끝나고 할 생각인데 너무 힘들다...,1,슬픔
16572,분노,자식들이 재산과 빚을 알려달라고 해.,1,
16573,불안,내가 왕따를 당하는데 친했던 친구가 갑자기 따돌리는 행동을 같이 해서 너무 당황스러워.,1,
16574,상처,오늘 부서 이동을 명령받았어.,1,
16575,불안,에스엔에스에 좋은 대학에 간 친구들이 많아져서 너무 초조한데 공부를 잘 안 해.,1,
16576,불안,아내가 주는 약을 먹었어. 무슨 약인지 잘 모르겠어.,1,
16577,,아픈사람들끼리 왜그랴.........,1,슬픔
16578,슬픔,바람이 살살 부는 게 가을이 온 거 같은 느낌이 드네.,1,
16579,상처,아들 일로 너무 속이 썩는데 털어놓을 친구가 없어.,1,
16580,,처음 남친 볼때부터 3년이나 지났는데설렘이 없어욕ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,슬픔
16581,불안,직장에서 해고될까 봐 너무 두려워.,1,
16582,상처,나는 음악을 하고 싶은데 가족들이 나를 믿어주지 않아 괴로워.,1,
16583,,아침에 딱 눈뜨면 오늘은 뭐하지..,1,슬픔
16584,상처,나 죽을 것 같아. 진짜 힘들어.,1,
16585,분노,왜 난 하는 일마다 다 망치는 걸까? 난 정말 쓸모없는 인간인 것 같아.,1,
16586,분노,우리 아버지는 정말 강압적이야. 내 기분은 생각도 안 해서 정말 짜증나.,1,
16587,불안,오늘 사랑하는 여자에게 고백했어.,1,
16588,상처,또 상사가 나에게 무거운 것을 못 든다고 구박을 줬어! 짜증 나!,1,
16589,불안,건강이 나빠져서 죽음에 이르게 된다고 생각하니 불안한 마음이 가시질 않아.,1,
16590,슬픔,우리 학급 아이들에게 정말 환멸감을 느끼고 있어.,1,
16591,분노,친구랑 다퉜는데 내가 왕따가 된 것 같아. 앞으로 학교생활을 생각하면 그냥 죽고 싶어.,1,
16592,상처,몸이 안 좋아서 명절에 시댁에 안 가기로 했더니 남편이랑 크게 싸웠어.,1,
16593,분노,친구를 사귀는 게 몹시 어려워.,1,
16594,분노,아 직장 동료 때문에 화가 머리끝까지 나.,1,
16595,분노,아는 지인은 일도 다니지 않고 회사에 다니는 외동딸이 온 가족을 먹여 살리고 있다고 들었어.,1,
16596,분노,아르바이트생인 동시에 취업준비생인 나에게 부모님이 언제 돈 버냐며 자꾸만 재촉해서 화가 나.,1,
16597,, 하루라도 안먹으면 입이 이상하고 계속  떙겨요 ㅜㅜ,1,슬픔
16598,분노,내가 정신에 병이 있다고 막일에서도 안 받아준다. 난 왜 이런 사람이 된 거냐.,1,
16599,슬픔,부모님은 내 점수에만 관심이 있으셔.,1,
16600,,내일 아침이 오는 게두렵고 자는 시간이 아무 근심 없어서 가장 좋고..,1,슬픔
16601,상처,나만 빼고 모두 운동장에서 놀고 있어. 나도 같이 놀고 싶은데.,1,
16602,상처,나만 따돌림 당하는거 같아서 많이 억울해.,1,
16603,분노,배가 너무 아픈데 룸메이트도 배가 아파서 간 화장실에서 안 나와서 화가 나.,1,
16604,불안,내가 회사에서 잉여자원인 것 같아서 불안해.,1,
16605,상처,직장인이지만 드라마 작가를 하고 싶어. 하지만 작가는 돈이 모이지 않아서 힘들 것 같아.,1,
16606,분노,주변 친구들과 비교하여 나는 노후준비를 전혀 하지 못했어. 다 자란 자식 걱정은 이제 그만하고 우리 부부가 여생을 편히 보낼 수 있는 방법을 찾아야겠어.,1,
16607,,여자라 막노동도 못 하고 친구들 다 대학가고 할 수 있는게 없다,1,슬픔
16608,, 답답해 미치겠어여.0,1,슬픔
16609,분노,백내장이라고 진단받았어. 수술받지 않으면 시각장애인이 되는데 난 수술비가 없어.,1,
16610,불안,퇴직하고 아내가 앞으로 어떻게 사냐며 힘들어하네. 딱히 준비해놓은 게 없어서 나도 힘들고.,1,
16611,분노,나를 괴롭힌 사람들이 똑같은 일을 당했으면 좋겠어.,1,
16612,상처,프리랜서로 일하면서 요즘 일이 없는데 가족들은 내가 열심히 하지 않은 탓이라고 해서 기분이 나빴어.,1,
16613,불안,너무 일찍 은퇴를 한 것 같아서 불안해.,1,
16614,불안,주변에서는 연애하라고 부추기는데 연애를 꼭 해야 하는지 의문이야.,1,
16615,분노,결혼 준비를 하는데 너무 지쳐서 남자친구한테 다 알아서 하라고 해버렸어.,1,
16616,슬픔,나이를 먹을수록 만날 수 있는 사람들이 없어,1,
16617,상처,새엄마 때문에 요즘 계속 우울해.,1,
16618,,나지금정말너무힘들어서그러는데 아빠한테 말씀드려야될까,1,슬픔
16619,상처,나의 소득수준 때문에 너무 짜증이 나고 아무것도 못 하는 사람이 된 거 같아.,1,
16620,슬픔,오늘 회사에서 너무 수치스러웠어.,1,
16621,상처,여자친구 부모님이 돈다발을 주시면서 나에게 헤어져달라고 하셨어.,1,
16622,불안,큰일 났어. 부모님이 내가 남자친구와 동거를 하는 사실을 알아버렸어.,1,
16623,불안,은퇴 후를 대비해서 어떻게 준비해야 할지가 걱정이야.,1,
16624,불안,내일 공개 발표회가 있는 날인데 너무 초조하고 떨려서 잠도 못 잘 것 같아. 오히려 젊었을 때는 당차게 잘 넘어갔는데 나이가 들수록 절대로 실수하지 말아야 한다는 강박이 생기는 것 같아.,1,
16625,슬픔,소득이 감소해 자녀에게 용돈을 받아쓰는 내 신세가 안쓰러워.,1,
16626,,16년째 남몰래 하면 얼마나 좋았을까~~~~,1,슬픔
16627,,그나마 양배추를 먹으니까 강아지똥만큼 변이 나오긴한데...,1,슬픔
16628,,경제도 정치도 어려운데 시험 문제도 어렵게 출제하면 서민들은 어찌 사나요.,1,슬픔
16629,슬픔,야근을 해도 일이 끝날 기미가 보이지 않아서 막막하고 눈물 나.,1,
16630,슬픔,최신형 핸드폰을 사주고 나는 나중에 바꿔 준다고 했어.,1,
16631,슬픔,코로나 사태로 실직자들에게 희망 근로 일자리를 제공해서 거기 들어가서 일을 하는데 일을 하다가 아는 사람을 만나면 정말 창피해.,1,
16632,분노,어떻게 일이 해도 해도 끝이 없지? 나만 바쁜 거 같아서 짜증 나.,1,
16633,불안,나는 가족 중에서 언니가 정말 아픈 손이야.,1,
16634,슬픔,서울에 있는 대학 중 내 성적으로 지원할 수 있는 곳은 몇 없는 것 같아서 너무 슬퍼.,1,
16635,분노,회식 자리에서 부장님이 주시는 술을 자꾸 거절했더니 화를 내셔서 나도 완전 열 받았어.,1,
16636,불안,오래된 친구랑 사이가 어색해지고 냉담해진 것 같아.,1,
16637,분노,내가 따돌림당하고 있다는 사실을 부모님에게 이야기하고 싶어서 안달이 나.,1,
16638,불안,한창 돈을 많이 벌어야 할 시기인데 소득이 점점 감소하고 있어서 너무 걱정이야.,1,
16639,상처,길 가던 사람이 아무데나 꽁초를 버리기에 주웠다가 단속반에 걸려서 벌금을 물었어. 너무 억울해.,1,
16640,불안,남편이 맞벌이를 하고 있는데 매달 전세 대출 이자 내는 것도 빠듯해. 항상 돈 때문에 걱정 돼.,1,
16641,,그리구제가공백이길어서 요즘의욕도없고?,1,슬픔
16642,불안,연애 기간이 길어서 이제 결혼할 때인데 혼란스러워.,1,
16643,분노,삼십 년 다닌 직장을 그만둘 때인데 노후를 위해 준비해 놓은 게 하나도 없어서 걱정돼.,1,
16644,분노,아무 경험도 없는 아들이 사업한다고 노후자금을 자기에게 투자해 달라는 게 어처구니가 없어.,1,
16645,상처,세 달 간 여행을 다녀왔는데 우리 가족 중 누구도 내게 연락을 하지 않아서 상처받았어.,1,
16646,,방 더러운거 미안 ㅋㅋㅋ,1,슬픔
16647,슬픔,팔에 장애가 있어서 가족들에게 무시를 당해. 너무 슬퍼.,1,
16648,슬픔,오늘 영구 임신 불가라는 진단을 받아서 비통한 기분이 들어.,1,
16649,불안,알코올 중독 때문에 일자리를 구할 수 없어 살기가 영 힘드네. 짜증이 나.,1,
16650,상처,이혼하고 혼자 살다 보니 친구도 이웃들도 나를 피하는 것 같아,1,
16651,슬픔,부모님이 이혼하신대. 어떻게 해야 할지 모르겠어.,1,
16652,슬픔,오늘 병원에서 위암 초기래. 지금 내 월급으로 병원비를 감당할 수 있을지 걱정이야.,1,
16653,불안,나는 아침에 일어나야 하는데 아내가 잠을 방해해서 불편해.,1,
16654,불안,진로에 대해 너무 걱정스러워.,1,
16655,상처,나랑 가장 친한 친구가 내 비밀을 다른 분에게 말하고 다녔어. 어떻게 그럴 수가 있지?,1,
16656,불안,요새 회사에서 열심히 일하고 있는데 많이 부족한 것 같아서 불안해.,1,
16657,분노,먹고 살기가 왜 이렇게 힘든지 모르겠네.,1,
16658,불안,병원에서 큰 병을 앓고 있다고 진단을 받았는데 아내가 알게 될까 봐 두려워.,1,
16659,분노,어제 여자친구랑 크게 싸웠어.,1,
16660,상처,친구 둘 사이에 뭐가 안 맞았는지 또 머리를 쥐어뜯고 싸우더라. 말린다고 정말 힘들었어.,1,
16661,슬픔,아빠가 많이 편찮으셔서 걱정되고 우울해.,1,
16662,슬픔,고객에게 갑질을 당했는데도 회사는 날 보호해주지 않아서 슬퍼.,1,
16663,불안,암에는 채식을 하라고 해서 나물을 먹는데 너무 맛이 없어.,1,
16664,불안,결혼을 해야만 하나 고민을 많이 하고 있어. 부모님은 빨리하라고 재촉하시는데 나는 결혼보다는 일을 좀 더 하고 싶어.,1,
16665,불안,요즘 회사에서 푸대접을 받고 있어. 과연 내가 회사에 필요한 인물인지 회의가 들어.,1,
16666,분노,지난달에 남편과 사별한 이후로 그동안 더 잘해주지 못한 내가 너무 원망스러워.,1,
16667,슬픔,친구와 너무 오랫동안 만나지 못한 걸까? 시간이 많이 흐른 게 느껴져서 슬프더라.,1,
16668,슬픔,장거리 연애는 불편함이 너무 많은 것 같아.,1,
16669,,오빠 이후로 다른남자를 못 만나겠어,1,슬픔
16670,불안,고혈압이 있어 병원에 갔는데 검사비가 얼마나 나올지 걱정이야.,1,
16671,슬픔,어제 결혼기념일이었는데 회사 일로 집에 늦게 들어갔어. 파티하지 못해서 실망스러워.,1,
16672,상처,내 직업에 대해 생각할 때마다 앞길이 막막한 것 같아.,1,
16673,불안,옆집 노인네가 우리 재산을 탐내는 것 같아 불안해.,1,
16674,분노,연기는 못하는데 잘생긴 친구가 나를 제치고 주연이 되었다니 속에서 천불이 나.,1,
16675,상처,오늘 엄마에게 맞았어.,1,
16676,분노,나이가 더 들기 전에 시집을 가야 하는데 걱정이야.,1,
16677,슬픔,어머니가 치매에 걸리셨어. 요양비가 부담되는데 이 상황이 너무 슬프고 서러워.,1,
16678,불안,직장에서 눈치 보느라 힘들어.,1,
16679,불안,열심히 취업 준비해서 시험을 봤는데 떨어졌어.,1,
16680,슬픔,일터 사장은 내 손이 점점 더 떨리니 나보고 일을 그만두래. 답답하고 속상해.,1,
16681,불안,선생님이 요즘 학교에서 대학교 입시 이야기밖에 안 해서 지루해.,1,
16682,상처,요즘 슬퍼. 예전에 가볍게 들던 물건들도 들 수가 없어질 때 무력함을 느껴.,1,
16683,불안,요새 코로나 때문에 직장을 잃을까 봐 너무 걱정스러워.,1,
16684,슬픔,생일에 자식들한테 연락 한 통 안 오다니. 참 속상하다.,1,
16685,,제 취미도제 꿈도제가 좋아하는것도아무것도 모르겠어요ㅠ,1,슬픔
16686,슬픔,심근경색이 심해져서 딸이 함께 하고 있는데 미안하고 슬프네.,1,
16687,분노,딸이 내 건강은 챙기지도 않으면서 자기 남자친구가 감기 걸렸다고 걱정하네. 너무 서운해.,1,
16688,상처,내가 자식들에게 이것 밖에 안 되나? 내 암 치료를 포기한대.,1,
16689,슬픔,나이를 점점 들어 언제 회사에서 쫓겨날지 모르고 몸은 여기저기 안 아픈 곳이 없고 모아 둔 돈은 하나도 없고 정말 우울해.,1,
16690,상처,어제 아들 녀석에게 잔소리했는데 지켜보던 집사람이 아들 편을 들더라고.,1,
16691,,아니 이제 친구도 아니군...,1,슬픔
16692,슬픔,마음이 너무 아프고 속상해.,1,
16693,슬픔,다들 꿈을 가지고 있는데 나만 꿈이 없어.,1,
16694,분노,날 써주는 회사가 있을까? 지금까지 자식을 위해 버텼지만 요즘은 다 포기하고 싶어.,1,
16695,슬픔,난 몸이 불편해서 할 수 있는 일이 한정되어 있어. 그래서 빈곤에서 벗어난 적이 없어.,1,
16696,상처,남편은 돈 문제에 예민하면서도 자기 자전거는 비싸게 주고 샀어. 너무해.,1,
16697,,이런 글 쓰고 있는 제 자신이 왜 이렇게 또 속이 좁아 보이는지여러가지 기분이 드네요.,1,슬픔
16698,불안,친구랑 오랫동안 안 봤는데 괜히 나를 오해하고 연락을 안 하는 것 같아서 두려워. 괜히 이야기를 꺼냈다가 아무 말도 못 하는 상황이 생길까 봐 무서워.,1,
16699,불안,미술은 내가 하나밖에 없는 잘하는거야.,1,
16700,분노,우리나라 기업들은 학벌주의가 심해서 열이 받아.,1,
16701,상처,남편의 건강이 점점 안 좋아져서 걱정이야.,1,
16702,분노,오래전 계단을 오르다 넘어져 무릎 인대를 다쳤었는데 근래에 자꾸 시큰거리는 거야. 그래서 병원에 다녀왔는데 절망적이야.,1,
16703,분노,어제 늦게 들어왔다고 엄마한테 잔소리 들어서 짜증 나!,1,
16704,,15년전 대학졸업 하고 초봉 2400만원 아니면 취직 안 한다고 깝쳤던 내가 챙피하다..,1,슬픔
16705,불안,당뇨에 걸려서 생활하는 데에 제약이 많으니 너무 불편하고 합병증이 올까 봐 무서워.,1,
16706,분노,친한 친구를 다른 친구가 자꾸 괴롭혀. 가만두지 않으려고.,1,
16707,슬픔,내가 몸이 아파서 어머니께 도움이 하나도 못 되는 거 같아서 슬퍼.,1,
16708,슬픔,남편이 매일 술을 마시고 다녀서 너무 화가 나.,1,
16709,분노,내가 다니고 있는 직장에서 너무 꼴 보기 싫은 상사가 있어. 이 사람을 골탕 먹이고 싶은데 방법이 없을까?,1,
16710,,손으로 누르면..아픈데..하..미치겟네여 진짜..,1,슬픔
16711,분노,짜증 나서 직장 그만두고 싶다.,1,
16712,슬픔,눈이 안 좋아서 학교생활에도 불편함이 있는데 부모님이 무관심하셔서 서러워.,1,
16713,상처,가족과 친구들이 다 떠나니 외로워. 이제 더 살아서 뭐해.,1,
16714,, 다들 괜찮아보이는데부러워서ㅜㅜㅜㅜㅜㅜㅜㅜ...,1,슬픔
16715,상처,남편이 나의 의사를 무시하고 일방적으로 행동해서 결혼생활을 유지할 수 있을지 의심스러워.,1,
16716,슬픔,나는 내가 노력하며 잘 살아왔다고 생각해.,1,
16717,상처,몸이 안 좋은데 자식 수술비를 마련해야 해서 참 힘드네.,1,
16718,분노,지난주에 남자친구가 프러포즈했는데 나는 좀 결혼이 이르다는 생각이 들어서 고민이야.,1,
16719,상처,틈틈이 폐지를 주워 고물상에 팔지만 사정은 늘 제자리여서 절망적이야.,1,
16720,분노,아들은 내 재산만 밝히는 나쁜 자식이야.,1,
16721,,3사단 인뒈...편지가 안와요!! ㅠㅠ,1,슬픔
16722,불안,남자 친구의 태도가 헷갈려. 이러자는 건지 저러자는 건지.,1,
16723,슬픔,나이를 먹었나. 그렇게 말이 잘 통하던 친구들하고도 이젠 말이 안 통하네.,1,
16724,슬픔,어릴 때의 경험이 중요한 거 같아.,1,
16725,불안,일주일 동안 영양제를 챙겨 먹었는데도 몸이 안 좋아. 약 효과가 없는 것 같아서 불안해.,1,
16726,불안,돈을 벌어야 하는데 만성질환 때문에 일 구하기가 어려워서 스트레스받아.,1,
16727,상처,직장에서 해고당한 걸 아내에게 말을 못했어. 다 내 탓이야.,1,
16728,슬픔,내가 받은 보험금을 아들이 욕심내고 있는데 너무 가슴이 아파.,1,
16729,,아.. 뭘 해야할지도 모르겠고..,1,슬픔
16730,분노,남자 친구가 결혼 얘기만 하면 짜증을 내서 너무 화나.,1,
16731,불안,이제 나는 쓸모없는 인간이 되었어.,1,
16732,슬픔,남자친구가 밖에만 나가면 연락이 너무 안 돼서 고민이야.,1,
16733,슬픔,남편이 가져온 퇴직금이 생각보다 적어서 실망스러워.,1,
16734,상처,가족한테 모든 걸 맞추고 살았는데 이젠 내가 필요 없는 사람처럼 행동하니 너무 섭섭하고 삶의 이유가 없어진 듯싶어.,1,
16735,슬픔,우리 엄마가 뭘 잘못했는지 모르겠어.,1,
16736,상처,친구들 모임에 오랫동안 안 갔더니 애들이 나를 소외시키는 기분이 들어.,1,
16737,분노,예전에 다툰 친구가 갑자기 나에대한 안 좋은 소문을 내.,1,
16738,분노,얼마 전에 아버님이 암으로 투병하시다가 세상을 떠나서 슬프고 괴로워.,1,
16739,분노,내가 어째서 따돌림의 대상이 되어야하는지 모르겠어.,1,
16740,슬픔,늙어서 귀가 점점 먹어가더니 이제 청력이 아예 상실됐어. 세월이 참 야속해.,1,
16741,,아 지금 숙제가 너무많아서 스트레스 ㅠㅠ,1,슬픔
16742,분노,몇 년째 취업준비만 하고 있으니 내가 쓸모없는 게 아닌가 하는 생각이 들어.,1,
16743,상처,사랑에도 갑과 을이 존재한다면 이 관계에 더 애타게 매달리는 내가 을인 것 같아.,1,
16744,불안,사십 대 중반에 들어섰지만 아직 재정이 어렵고 힘드네.,1,
16745,슬픔,혈관성치매 의심 증상이 있는 것 같아 걱정이야.,1,
16746,분노,전 남자친구에게 당했던 일을 생각하면 아직도 자다가도 벌떡 일어나.,1,
16747,슬픔,내 주변에 내편은 아무도 없는 것 같아.,1,
16748,불안,자전거 동호회에 가입해서 내일 처음으로 나가는데 낯가림이 있어서 떨리네.,1,
16749,분노,취업 안 되서 부모님 잔소리가 성가셔.,1,
16750,분노,친구들이 날 왕따시켜. 너무 힘들어.,1,
16751,분노,남편이 아파서 돌보는 중인데 너무 힘이 들어. 자식들이 도와주지도 않네.,1,
16752,상처,오늘 길에서 아파서 구급차 좀 불러달라고 했는데 아무도 신경 안 썼어.,1,
16753,슬픔,정말 수치스럽고 화나서 아무것도 못하겠어.,1,
16754,불안,아이들이 아직 어린데 어머니까지 치매가 와서 정말 미쳐버릴 것 같아.,1,
16755,슬픔,안사람이 죽었어. 힘들어.,1,
16756,,가슴한쪽이 너무 아팠는데도 눈물은 안나더라근데...,1,슬픔
16757,슬픔,집사람이 아프면넘 힘들거 같아,1,
16758,불안,친구가 없어서 불안해.,1,
16759,,다이어트는 혼자 하는거자체가진짜힘든거같아요!,1,슬픔
16760,슬픔,직장을 다닐 때 지인들이 부탁해서 보험을 많이 들어줬는데 병원에 입원하려고 하니까 보험이 적용이 안 되어서 실망했어.,1,
16761,슬픔,딸에게 실망해서 학비에 많은 돈을 쓰지 않았더라면 좋았을 걸 하는 생각이 들어.,1,
16762,상처,내가 가진 병 때문에 부모님으로부터 독립할지 말지 고민돼.,1,
16763,분노,내가 그리던 꿈인 학교 선생님을 평생 할 수는 없는 걸까?,1,
16764,분노,내가 어제 수학 공식을 필기해 놓은 책을 훔쳐 가서 몹시 화가 나.,1,
16765,슬픔,퇴근을 안 하는 주말에는 자기계발을 하고 싶었는데 자꾸 아무것도 안 하고 누워 있게 돼서 고민이야.,1,
16766,, 신랑과도 사이좋고 감정조절도할수잇을까요ㅠ,1,슬픔
