content,label,num_sentences
아내와 세운 임신 계획이 아주 잘 맞아떨어져서 너무 만족스러워.,0,1
아내가 매일 사랑한다고 말하기로 한 약속을 잘 지켜서 만족스러워.,0,1
아내가 임신했다는 사실을 알게 되어서 너무 기뻐.,0,1
아내가 갑자기 양수가 터졌어 너무 초조해.,0,1
처음으로 여자친구에게 사랑한다는 말을 들어서 너무 기뻐.,0,1
그녀에게 고백 후 처음으로 연락이 와서 다시 만나기로 했는데 너무 기뻐.,0,1
유학 갔던 여자 친구가 삼 년 만에 한국으로 돌아와서 너무 기뻐.,0,1
군 입대 후 여자 친구에게서 처음으로 편지를 받았는데 너무 새롭고 흥분돼.,0,1
내가 좋아하던 그녀가 나를 좋아한다는 소문을 들었는데 너무 기뻐.,0,1
아이가 처음으로 내게 아빠라고 하는 것을 들었어.,0,1
나를 반대하던 여자 친구의 아버지께 드디어 결혼을 허락받았어.,0,1
상견례 후 우리는 곧장 결혼식 날짜를 잡기로 했어.,0,1
여자 친구가 내게 거짓말하지 않았다는 사실을 알고 안도했어.,0,1
여자 친구가 나를 두고 바람 피웠다는 소문은 사실이 아니어서 안도했어.,0,1
아내는 내게 실망했지만 사랑이 식은 것은 아니라고 말해서 정말 안도했어.,0,1
의사에게 산모와 아이 모두 건강하다는 말을 듣고 얼마나 기쁘고 다행이었는지 몰라.,0,1
아이를 낳고 아내 건강이 안 좋았는데 점차 좋아지고 있어서 기뻐.,0,1
결혼 후 아내는 많이 바뀌었어. 나는 그게 너무 기뻐.,0,2
여자친구가 나를 만난 뒤 이제는 클럽에 다시는 가지 않기로 약속했어.,0,1
아까 아내가 물어볼 때 거짓말로 둘러댔는데 눈치 채지 못한 것 같아서 다행이야.,0,1
오늘 그녀에게 명확히 대답해달라고 해서 들었어! 그녀도 아직 나를 좋아한다고 했어!,0,2
드디어 우리 아이가 태어났어! 아무 문제없이 건강하게 태어나서 너무 기뻐!,0,2
그동안 짝사랑하던 그녀도 나를 좋아하는 것 같아서 너무 기뻐.,0,1
아내와 나는 어떤 일에도 거짓말하지 않고 서로에게 사실만을 말하는 관계라서 너무 기뻐.,0,1
그녀가 내 프러포즈에 감동을 받을 걸 생각하니 벌써부터 너무 기뻐.,0,1
팀원들과 계획한 일이 차질 없이 진행되고 있어서 편안한 느낌이 들어.,0,1
새로 온 상사는 예전 상사와는 다르게 우리를 인격적으로 대해줘서 편안한 기분이네.,0,1
전에 하던 일과 달리 지금은 내 적성에 맞아서 훨씬 수월하고 편안하게 느껴지네.,0,1
이 회사는 분업화가 잘 돼있어서 내 업무량이 적당하게 유지되는 것이 아주 편안하고 좋아.,0,1
날 괴롭히던 큰 프로젝트를 드디어 끝냈어. 이제 두 다리 뻗고 잘 수 있을 것 같아.,0,2
지금까진 별 목표 없이 살았는데 내가 하고자 하는 것을 정하니 모든 일이 쉬워졌어.,0,1
공무원이 되니 해고 위험이 없어 마음이 편해.,0,1
지금 이 회사에 다니고 있다는 것에 충분히 만족스러워.,0,1
회사를 그만두고 준비한 공무원 시험에서 만족스러운 성적을 냈어.,0,1
회사를 옮긴 뒤 직업 만족도가 더욱 높아져서 기분이 아주 좋아.,0,1
이 일은 힘들고 어렵지만 끝내고 나면 뿌듯한 감정이 들어서 좋아.,0,1
나는 많은 돈을 버는 것보다 내가 살린 사람들이 내게 감사해하는 모습을 보는 게 뿌듯하고 기뻐.,0,1
시민들을 위해 범죄자를 잡는 내 일이 자랑스러워.,0,1
이번 하반기 때 우리 부서가 만족스러운 결과를 거두어서 정말 기뻐.,0,1
나는 내가 무엇을 하고 싶은지 찾은 것만으로 지금은 만족해.,0,1
역시 사람은 하고 싶은 일을 해야 해. 예전보다 행복한 것 같아.,0,2
지금 다니는 회사가 너무 좋은 것 같아.,0,1
삼수를 해서 대학 동기들과 어색할까 봐 걱정했는데 다들 편하게 대해 줘서 기뻐.,0,1
편의점에서 아르바이트를 하는데 일 잘 한다고 사장님께 칭찬을 받았어. 기분이 너무 좋아.,0,2
문학 공모전에서 입상해서 교수님과 친구들에게 축하를 받았어. 너무 기뻐.,0,2
요즘 일이 많아서 힘들었는데 간만에 친구와 영화도 보고 쇼핑도 했더니 아주 기분이 좋아.,0,1
정말로 친한 친구가 이번에 결혼한다고 하는데 아주 기뻐.,0,1
우리 동아리가 우수 동아리로 백만 원을 받게 되어서 너무 기뻐.,0,1
열심히 오디션을 준비하던 친구가 이번에 티브이에서 나오는 것을 보고 너무 기뻤어.,0,1
고등학교 때 친구와 같은 대학에 입학해서 너무 기뻐.,0,1
평소 짝사랑하던 사람에게 고백 받아서 너무 기쁘고 아직도 믿기지 않아.,0,1
계약직으로 힘들어하던 친구가 드디어 정규직이 되어서 너무 기쁘고 안심이 돼!,0,1
올해도 큰일 없이 부모님이 운영하는 가게는 잘 되고 있는 것 같아 다행이야.,0,1
근무하고 있는 아르바이트 사장님께 인정을 받아서 원하는 만큼 일할 수 있게 되어 다행이야.,0,1
룸메이트가 편해서 너무 기뻐.,0,1
친구가 불황에도 장사가 잘 되어서 다행이야.,0,1
아기가 건강하게 태어날 수 있도록 나를 잘 보살펴준 남편에게 너무 고마워.,0,1
시집갈 때까지 잘 키워주신 부모님께 감사해.,0,1
남자친구가 내가 걷기 힘들어하는 걸 보고 업어주었어.,0,1
아기가 태어난 걸 축하해주신 모든 분께 감사 인사를 드리고 싶어.,0,1
나의 절친한 친구가 축의금을 엄청 많이 내주어서 기뻐.,0,1
내 남자 친구가 사소한 일에도 고맙다며 인사를 해줘서 너무 고마워.,0,1
부모님이 남자 친구와의 결혼에 물질적으로 많은 도움을 주셔서 너무 감사해.,0,1
남자 친구의 부모님께서 좋은 신혼집을 마련해 주셔서 기뻐.,0,1
결혼 전 어머니가 안 계시는 나에게 시어머니께서 엄마처럼 생각해달라고 하셔서 감사해.,0,1
일이 바쁜 나를 대신해 엄마가 꼼꼼히 혼수를 골라주어서 감사해.,0,1
남편이 내가 퇴근하고 피곤하지 않도록 모든 집안일을 다 끝내놓아서 기뻤어.,0,1
오늘 남자 친구 집에 가서 부모님을 만났는데 너무 편안하게 대해주셔서 기분이 좋았어.,0,1
내가 임신한 후 요즘 남편이 일찍 집으로 들어와서 같이 시간을 보내고 있어.,0,1
내 남자 친구는 요리를 잘해서 내가 먹고 싶은 요리를 모두 해주는데 그게 너무 기뻐.,0,1
결혼한 친구의 도움으로 어렵지 않게 결혼 준비를 끝낼 수 있어서 기뻤어.,0,1
남자친구와 내가 이제 말하지 않아도 뭘 원하는지 알 수 있는 사이가 되어서 기뻐.,0,1
어제 나갔던 소개팅에서 같이 있으면 맘이 편해지는 남자를 만나서 기뻐.,0,1
내 취업을 위해서 뒷바라지 해주시는 부모님을 생각하면 항상 눈물이 나.,0,1
오래 준비한 회사에 최종합격했어. 부모님이 많이 좋아하시겠지?,0,2
요즘 계속 야근을 하고 있는데 오늘 동기가 도와줘서 고마웠어.,0,1
나의 승진을 모든 동료들이 진심으로 축하해 주어서 너무 기뻐.,0,1
회사에서 나의 노고를 인정하여 연봉을 올려주어 기뻐.,0,1
교수님께서 좋은 실습처를 소개해주셔서 취업까지 할 수 있어서 너무 기뻐.,0,1
프로젝트가 성공적으로 끝날 수 있었던 것은 모두 팀원들 덕분이야.,0,1
나 오늘 정말 기쁜 일이 있어.,0,1
전체 부서 중 우리 부서가 실적 일 등을 했어! 너무 기뻐!,0,2
회사 체육대회에서 좋은 일이 있었어!,0,1
회사에서 전 직원에게 특별 보너스를 지급하기로 해서 너무 기뻐!,0,1
사장님이 우리 팀이 진행하고 있는 프로젝트에 지원을 약속하셨어! 너무 기뻐!,0,2
내가 맡은 프로젝트가 좋은 평가를 받아서 과장으로 승진이 되었어! 정말 기뻐.,0,2
처음 워크숍에 참가해 팀원들과 춤을 추기로 해서 기대가 돼.,0,1
우리 팀의 마케팅으로 회사 제품이 유명해졌어. 팀의 노력으로 회사에 이익을 준 것 같아 뿌듯해.,0,2
근무 이 년 만에 드디어 내일부터 여름휴가를 떠나게 되어 설레고 기뻐!,0,1
회사 근처로 이사했는데 출근이 이십 분밖에 안 걸려서 너무 좋아.,0,1
졸업 후 정신 없이 취업 준비를 해야하는데 부모님의 지원 덕에 마음이 편하다!,0,1
이번에 대거 인력 채용을 한 덕분에 바쁜 시기를 편안하게 보내서 마음이 느긋해.,0,1
마감까지 아직 여유가 있어서 서두르지 않아도 되니 느긋하고 좋아.,0,1
자격증 시험까지 시간이 충분해서 합격하는 데에는 문제없고 맘이 느긋해.,0,1
우리 팀의 실적이 일등인건 확실하기 때문에 느긋하게 결과를 기다리고 있는 중이야.,0,1
얼마 만에 느끼는 여유인지 너무 너무 행복해.,0,1
이제야 생활에 조금은 여유가 생긴 것 같아 숨통이 트여.,0,1
여름 내내 그렇게 바쁘더니 이제야 여유가 생겨서 너무 편해.,0,1
회사 송년회에서 일 등 경품에 당첨이 됐어. 내게도 이런 일이 생겨서 기분이 너무 좋아.,0,2
기다리던 명절 연휴가 드디어 내일부터라니 너무 신이 나.,0,1
요즘에는 업무량이 줄어서 야근을 안 해서 행복해.,0,1
생각지도 못했는데 사장님이 갑작스레 연봉을 올려주셔서 하늘을 날아갈 것 같아.,0,1
드디어 취업을 했어! 취업 준비생에서 해방되어서 너무 기분이 좋은 거 같아.,0,2
회사 창립 기념일에 내가 좋아하는 마마무가 축하 공연을 와서 너무 신나!,0,1
우리 부서에서 생일인 나를 위해 케이크를 챙겨주어서 기분이 좋아.,0,1
우리 부서에 일 잘하는 팀장님이 새로 부임하셔서 이제 일이 잘 풀릴 것 같아.,0,1
혼자서는 심심했는데 이제 동아리를 만들어서 같이 할 사람들이 생겨서 기뻐.,0,1
연말 보너스가 들어온다니 이게 웬일이야. 신나네.,0,2
역시 맞는 사람 만나는 게 제일 중요한 것 같아. 요즘은 회사 가는 게 기분 좋네.,0,2
아내가 오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어.,0,1
이번 명절엔 아내랑 두 딸과 함께 시골에 내려갔는데 감회가 새로웠어.,0,1
오늘 가족끼리 간 놀이동산에서 아들을 두 시간 만에 찾았어.,0,1
아들이 생일 선물로 내게 값비싼 넥타이를 선물했어. 정말 기뻐.,0,2
아들이 재수 끝에 간절히 원하던 명문대학교에 합격해서 정말 행복해.,0,1
아들이 그간 고깃집에서 아르바이트해서 번 돈을 모아 아내와 함께 여행을 보내줬어. 참 대견하고 고마워.,0,2
나에겐 내 능력보다 더 많은 부분을 채워주는 현명한 아내가 있어서 행복하고 삶이 편해.,0,1
내 자식들은 지금까지 말썽 한 번 부린 적 없어 믿음이 가고 편해.,0,1
대학교를 졸업한 큰아들이 얼마 안 지나서 좋은 회사에 취업을 해서 기뻐.,0,1
아들이 훔쳐간 줄 알았던 오만 원이 재킷 안에 있어서 기뻐.,0,1
숙소에서 빠져나와 아내와 단 둘이 밤바다를 보러 나왔어.,0,1
우리 가족은 음악이라는 공통적인 취미 생활이 있어서 대화가 잘 통해. 그래서 너무 좋아.,0,2
나 요즘 너무 행복해.,0,1
나 요즘 정말 행복해.,0,1
우리 딸은 나 도와주려고 휴학하고 매번 내 가게 일을 도와주고 있어. 그래서 너무 든든해.,0,2
우리 가족들 모두 건강 검진했는데 건강해서 걱정도 없고 편안한 기분이야.,0,1
아들이 재수 끝에 원하던 대기업에 합격해서 너무 기뻐.,0,1
이번에 퇴사를 했는데 퇴직금이 생각보다 많이 나와서 기뻐.,0,1
노후 준비 다 해놓으니까 안심이네. 참 행복해.,0,2
이제 벌 돈 다 벌어서 은퇴해도 죽기 전까지 놀고먹을 걱정은 없어서 기뻐.,0,1
자식들이 돈 벌고 사업하니까 확실히 재정이 안정되어서 기뻐.,0,1
일을 그만두고 아내랑 집에서 쉬니 시간 여유가 나니까 편하고 참 좋아.,0,1
어릴 때부터 아끼는 습관을 들였더니 이젠 욕심 없이 살 수 있게 됐어.,0,1
재정이 넉넉해서 두 아이를 모두 유학을 보내게 됐어.,0,1
많이 모아놔서 이제 은퇴에 대한 걱정이 없어서 행복해.,0,1
은퇴하고 할 일을 대비해 미리 자격증을 따 놨어.,0,1
자식들이 원하는 건 무엇이든 해줄 수 있어서 너무 다행이야.,0,1
나 혼자서 잘 벌고 잘 살기 때문에 부양가족이 없어서 너무 편안해.,0,1
전부터 노후 준비를 잘 해뒀더니 여유로워서 기뻐.,0,1
노후 재테크로 주식에 성공해서 마음이 가벼워.,0,1
상사의 권유로 은퇴 중에 있단다. 그래서 기쁜 마음으로 준비하고 있어.,0,2
달마다 통장에 연금과 배당 소득이 들어올 것 같아서 마음이 놓인단다.,0,1
부동산 임대 소득으로 현재 여유롭게 살 수 있어서 좋단다.,0,1
의사의 말대로 재활 치료를 열심히 해서 경과가 많이 좋아졌어.,0,1
지인이 소개해준 의사 덕분에 치료에 큰 도움이 되었어.,0,1
아내가 아니었다면 건강한 이미 몸이 망가졌을 거라서 난 아내 말은 무조건 신뢰하지.,0,1
가족들이 응원해준 덕분에 치료에 전념할 수 있어서 아주 기뻐.,0,1
어렸을 때 아들에게 취미로 운동을 가르쳤는데 아들이 현재 헬스 트레이너가 되어서 기뻐!,0,1
평소 등산을 많이 하는 친구가 나에게 준 약초들 덕분에 건강이 많이 좋아졌어.,0,1
친구의 권유로 운동을 꾸준히 하니 몸이 많이 좋아져서 정말 기뻐.,0,1
내 병이 완치되었다고 판정을 받았어. 이제야 마음이 놓이고 편안해!,0,2
요양병원에 어머니를 모셨는데 병원에서 어머니를 편안하게 모셔주셔서 너무 감사해.,0,1
코골이가 심해서 치료를 받았더니 아내가 드디어 편안하게 잠을 잘 자게 되어서 너무 기뻐!,0,1
매일 운동을 한 덕분에 숙면을 하는 데에 도움이 되어서 기뻐.,0,1
가족끼리 모여 같이 운동을 하는 시간이 하루 중 내가 제일 좋아하는 시간이야.,0,1
주말마다 아내와 등산에 다니는데 이 시간이 무엇보다 내게 소중해.,0,1
생각보다 종양이 심각하지 않아서 간단한 수술로 해결되었어. 너무 기뻐.,0,2
갱년기로 많이 힘들어하던 아내가 지금은 많이 편안해 보여서 참 다행이야!,0,1
이번 건강검진에도 이상이 없이 건강하다는 소견을 듣고 마음이 편안해졌어!,0,1
이번에 다행히 완치 판정을 받아서 아내의 마음이 조금이나마 편안해진 것 같아.,0,1
꾸준한 운동 덕분에 같은 나이의 남자들보다 내가 배가 나오지 않았다고 자신해.,0,1
오늘 내 나이가 마흔일곱이지만 신체 나이가 더 젊다고 의사한테 들었어.,0,1
내가 직접 먹으면서 효과를 봤던 건강식품들을 친구에게 추천했더니 좋다고 난리야.,0,1
내 딸이 건강 검진에서 나와 관계있는 유전병이 없다고 확인받아서 기분이 좋네.,0,1
나이에 비해 두피와 모발이 아주 건강하다는 얘기를 들어서 아주 기분이 좋아.,0,1
아직도 어지간한 젊은 친구들보다 내가 더 힘쓰는 일은 자신 있다고.,0,1
내 건강관리의 원천은 술과 담배를 안 했기 때문이라고 자신 있게 말할 수 있어.,0,1
나만의 보양식이 다른 사람들에게도 효과가 좋을 것이라고 난 자신 있게 권할 수 있어.,0,1
꾸준히 관리한 덕분에 병원에서 내가 아직 갱년기에 접어들지 않았다는 얘길 들어서 기뻐.,0,1
몇 년 전부터 운동을 시작한 뒤로 동년배들에 비해 동안이라는 소리를 들어서 기뻐.,0,1
앞으로도 건강관리를 한다면 감기 없이 건강한 한 해를 보낼 것 같아서 기뻐.,0,1
내 생각에 장어만큼 중년 남성에게 좋은 음식은 없다고 자신해.,0,1
대우가 좋지 않았던 전회사보다 매년 꾸준하게 연봉을 올려주는 지금 회사가 너무 좋아.,0,1
내가 제안한 그룹웨어 덕분에 업무 효율성이 높아져 동료들에게 인정받게 되어 너무 기뻐.,0,1
이번 프로젝트의 어려움을 상사에게 털어놓았더니 일부분 수용해줘서 한시름 놓았어.,0,1
지금 함께하는 팀원들이 나와 오래 일한 직원들이라 팀워크가 좋아 아주 만족스러워.,0,1
이번 승진으로 개인 사무실을 갖게 되어 무척 만족스러워.,0,1
구내식당을 운영하는 업체가 바뀌었는데 메뉴도 많아지고 맛있어져서 만족스러워.,0,1
다른 부서로 이동하기 전에 인수인계를 하는데 직원이 이해를 잘해서 수월했어. 기분이 좋아.,0,2
노후를 생각해서 업종을 바꿔 이직했는데 적성에 잘 맞아. 정말 다행이야.,0,2
얼마 전 큰 계약 건이 있었는데 회사에서 인센티브를 많이 주시겠대.,0,1
이번 회식은 평소에 가고 싶었던 오성급 호텔로 예약을 하게 되어서 많이 기대돼.,0,1
이번에 인사고과 점수가 높게 나와서 연봉이 오를 수도 있을 것 같아.,0,1
평소에 나를 괴롭히던 직속 상사가 어제 해고를 당해서 기뻐.,0,1
회사에서 주 사 일 근무를 시행한다고 해서 너무 신나!,0,1
회사에서 연차를 소지하라는 지시가 내려와서 가족들과 여행 가기로 해서 너무 기대돼!,0,1
이번 임시공휴일에 회사에서 쉬라고 내려와서 너무 행복해.,0,1
지금 회사보다 더 좋은 회사에서 높은 연봉으로 이직 제의가 들어와서 너무 기뻐.,0,1
우리 팀 실적이 부진해서 그동안 스트레스를 많이 받았었어.,0,1
오늘 거래처에서 내가 제안한 내용보다 더 좋은 조건을 제시해줘서 너무 기뻤어.,0,1
오늘 하루는 진짜 빠르게 지나갔네. 곧 퇴근이라 너무 기뻐.,0,2
급하게 돈이 나가야 할 일이 생겼는데 거래처에서 일찍 입금해줘서 안도했어.,0,1
까다로웠던 계약을 성사시켜서 정말 다행이야.,0,1
업무량이 너무 많았는데 타 부서에서 도움을 주겠다고 해서 다행이야.,0,1
회사 상황이 어려워져서 해고당하는 줄 알았는데 그럴 일 없다는 공지가 내려와서 다행이야.,0,1
가장 유능한 부하직원이 퇴사를 취소해서 너무 다행스러워.,0,1
얼마 전 회사를 이직했는데 지금 거기서 구조조정 얘기가 나오고 있어서 다행이야.,0,1
직장에서 퇴직하고 창업을 했는데 생각보다 수익률이 높아서 다행이야.,0,1
회사 사정이 어려워졌는데도 연봉을 삭감하지 않고 동결해줘서 정말 다행이야.,0,1
회사 신입이 일을 곧잘 해서 다행이야.,0,1
이직한 회사에 아는 사람이 없어서 걱정이었는데 상사가 학교 선배였어. 정말 안심이 돼.,0,2
예전에 다니던 회사가 문을 닫았대. 자칫 내가 큰일날 뻔했는데 다행이야.,0,2
길이 막혀서 지각인줄 알았는데 지각을 안 했어!,0,1
지금까지 열심히 살아온 것에 뿌듯함을 느껴. 앞으로는 모은 돈으로 좀 더 즐기면서 살 거야.,0,2
딸이 다 컸나 봐. 내 생일이라고 선물로 미역국과 케이크를 만들어줬어.,0,2
주택청약에 꾸준히 모아둔 돈으로 지금보다 더 넓은 집으로 이사 왔어. 아주 뿌듯하고 좋아.,0,2
주택청약에 당첨되어 드디어 내 집 마련을 하게 되었어.,0,1
딸이 원하는 직장에 취업해서 너무 기뻐.,0,1
남편 사업이 잘되어 전보다 수입이 배로 늘었어.,0,1
딸의 건강이 회복되어 이제 약을 안 먹어도 된대.,0,1
요즘 너무 신나! 아들이 승진을 해서 해외 여행시켜준다지 뭐야?,0,3
남편이 나와 결혼한 것이 세상에서 가장 잘한 일이라지 뭐야? 너무 기뻐!,0,2
난 우리 자식들이 내가 존경스럽다고 말할 때마다 너무 기분이 좋아.,0,1
일을 할 만큼 했다고 생각해서 은퇴를 하려고 하는데 동료들이 못하게 막아서 한편으론 기뻐.,0,1
오래된 친구가 투자를 제안했어. 그 투자가 나에게 좋은 일을 생기게 해 줄 것 같아.,0,2
이번 큰 성과를 내어 곧 정년퇴직을 하는데 회사 동료들에게 명예롭게 퇴직할 수 있을 것 같아.,0,1
대표님과 회사 방향성에 대해 얘기한 후 난 회사와 끝까지 갈 수 있단 확신이 들었어!,0,1
노후에 나만의 저택에서 살기 위해 건축을 조금씩 하고 있어. 노후를 편하게 즐길 수 있을 거 같아.,0,2
앞으로 몇 년 후면 정년퇴임을 할 텐데 이후가 더 기대돼.,0,1
앞으로 어떻게 될지 몰라 꾸준히 저축을 하고 있어. 은퇴해도 걱정 없겠어.,0,3
십 년 넘게 일한 회사를 그만뒀어. 홀가분한 느낌도 들고 앞으로가 더 기대돼.,0,2
은퇴를 하고 스포츠 활동을 마음껏 즐기면서 즐겁게 살 거야. 생각만 해도 너무 기뻐.,0,2
젊은 나이에 사업으로 성공한 아들이 내게 매달 용돈을 줘서 든든해.,0,1
독신이라 크게 돈 나갈 일이 없으니 은퇴를 해도 내 재정은 크게 문제없을 거라 생각해.,0,1
열심히 벌고 모아서 이제는 나의 노후에 대해서 준비가 된 상태라고 믿고 있어.,0,1
곧 은퇴를 하는데 독신이라 이제 나만을 위해 살 걸 생각하니 마음이 편안해.,0,1
요새 은퇴한 후 남편과 여유로운 생활을 즐기고 있으니 너무 마음이 편안해.,0,1
난 은퇴를 하고 싶고 남편은 일을 더 하고 싶어 하지만 우린 서로를 존중해서 마음이 편안해.,0,1
부지런히 일해서 번 돈으로 노후준비를 하는 게 이렇게 뿌듯한 일인 줄 몰랐어. 너무 기뻐.,0,2
어제 남편과 산책으로 하면서 노후에 대한 대화를 나눴어.,0,1
은퇴 후에 남편과 세계여행을 다닐 생각을 하니까 너무 기뻐.,0,1
모아둔 돈이 넉넉해서 다행이야.,0,1
요즘 너무 기뻐.,0,1
은퇴 후 모임에서 독거노인을 뵈러 갈 때마다 내가 도와줄 수 있음에 감사해.,0,1
은퇴 후 사회적으로 도움이 될 만한 모임을 찾는 중이야.,0,1
은퇴 후에 취미생활하면서 나한테 투자하고 있어. 너무 좋아.,0,2
은퇴한 나에게 경제적으로나 심리적으로 남편이 든든히 있어줘서 기뻐.,0,1
이제 곧 은퇴할 시기가 오는데 나름대로 돈을 잘 모은 것 같아서 만족스러워.,0,1
요즘 하고 있는 사업이 잘되고 있어서 너무 마음이 편해.,0,1
나 얼마 전에 이사해서 친구들 초대했는데 나를 다 부러워하더라.,0,1
이번에 은퇴하고 받은 퇴직금으로 부모님께 비싼 선물을 사드렸어.,0,1
그동안 열심히 일해서 번 돈으로 시골에 집을 짓고 살 생각을 하니 자꾸 웃음이 나.,0,1
우리 딸이 이제 스무 살이 되었는데 웬일로 나와 둘이 여행을 가고 싶다고 하네. 감동이야.,0,2
취업한 딸이 첫 월급이라고 하면서 백만 원을 주었어. 딸이 다 큰 것 같아서 뿌듯해.,0,2
아들이 힘들게 키워 줘서 감사하다며 여행을 보내주었어.,0,1
은퇴를 하고 돈을 모아 친구들과 여행을 가서 너무 기뻐.,0,1
은퇴 후 퇴직금으로 나를 위한 삶을 살아보려고 해.,0,1
은퇴 후에 노후준비가 탄탄히 되어 있어서 너무 기뻐. 신이 나서 춤추고 싶어.,0,2
직장 일을 하며 돈을 차곡히 모아놔서 은퇴를 해도 노후에 문제가 없어. 정말 신이 나.,0,2
계획대로 은퇴를 준비하며 이전에 나를 돌아보니 참 열심히 살아온 것 같아서 정말 뿌듯해.,0,1
힘들었던 회사를 은퇴하고 나오니 너무 후련해. 이제 출근 안 해서 너무 신나.,0,2
아들이 갑상선에 좋다고 미역국을 끓여줘서 행복해. 미역도 직접 완도까지 가서 사 왔다네.,0,2
폐경으로 더 이상 생리를 안 해서 너무 기뻐.,0,1
이제 퇴원할 수 있어서 너무 기뻐.,0,1
병원비가 하나도 안 들어서 기뻐.,0,1
종양이 악성이 아니라 너무 기분이 좋아.,0,1
매일 꾸준히 운동했더니 건강이 점점 좋아지는 것이 느껴져서 기뻐.,0,1
아들이 보내준 영양제를 챙겨 먹었더니 훨씬 건강해진 기분이야. 너무 기뻐.,0,2
매일 따뜻한 차를 마셨더니 속이 편해진 느낌이어서 기뻐.,0,1
내게 골수를 이식해 줄 수 있는 기증자가 나타나서 너무 기뻐.,0,1
신장을 이식해 준 기증자가 나타나다니! 이건 정말 놀라운 기적이야!,0,2
드디어 항암치료가 끝났어. 오지 않을 것만 같은 날이었는데 감격스러워.,0,2
드디어 퇴원이라니! 남편이 나를 얼마나 지극정성으로 돌봐주던지 감동받았어.,0,2
딸이 보낸 영양제 덕분에 훨씬 건강해진 느낌이야!,0,1
매일 한약을 먹었더니 소화불량이 많이 개선됐어.,0,1
친정 엄마가 보내주신 나물을 먹고 나니까 몸이 좋아진 느낌이야.,0,1
우울증 때문에 힘들었는데 아들이 자주 연락해준 덕분에 극복할 수 있었어.,0,1
요즘 며칠 동안 몸이 안 좋았어. 늙으니까 몸 여기저기가 아프지만 그래도 기분은 무척 좋아.,0,2
나 곧 수술해. 좀 불안하긴 한데 믿음직스럽기도 하네.,0,2
요즘 건강이 안 좋은데 이 약을 먹고 나면 분명 건강이 좋아질 거야.,0,1
요즘 아파서 병원에 있었어.,0,1
나의 아픔을 공감해주는 남편을 믿어서 정말로 기뻐.,0,1
나는 지금 너무 건강해서 더 이상 크게 아플 일이 없을 거 같아.,0,1
요즘 매일 한 시간씩 운동을 하고 있어서 내 체지방률이 많이 내려갔을 거 같아.,0,1
건강을 위해 마라톤 완주를 할 생각에 기뻐.,0,1
사과를 매일 먹었더니 피부가 좋아진 것 같아서 기분이 좋아.,0,1
유기농 채소와 곡물로 요리를 해 먹으면 건강해질 거야. 얼마나 좋아질지 기대돼.,0,2
허리디스크 때문에 병원에 다녀왔는데 그 병원이 최고인 것 같아. 치료가 잘 되어서 행복해.,0,2
이번이 마지막 항암치료야. 이제는 퇴원할 일만 남았어. 기다리던 날이라 너무 기뻐.,0,3
얼마 전에 내시경을 했는데 마음이 편안해졌어.,0,1
아직 내 몸에 이상이 없어서 안도했어.,0,1
이제 병이 다 나아서 치료 안 받아도 된다고 하니 너무 편안한 기분이야.,0,1
의사 선생님이 종양이 없어진 결과를 보여줬는데 너무 마음이 편해졌어.,0,1
이제 의사 선생님이 퇴원해도 된대! 너무 행복해.,0,2
검사 결과가 나왔는데 내 건강에는 이상이 없대. 너무 안심돼.,0,2
내가 병이 완치되어서 더 이상 가족들이 나 때문에 고생하지 않게 되어서 기뻐.,0,1
내가 지금은 아프지만 내 곁에 가족이 있다는 것을 생각하면 마음이 편해.,0,1
이 병원은 훌륭한 의료진이 많아서 여기서 치료를 받는다면 완치될 거라 생각하니 기뻐.,0,1
항암치료를 더 이상 하지 않아도 된다니 이렇게 기쁜 적은 처음이야.,0,1
오늘 드디어 퇴원을 하다니 정말 꿈만 같아.,0,1
고통스러웠던 유방암이 드디어 완치가 되서 날아갈 것 같이 기뻐.,0,1
그동안 나를 고생시켰던 방광염이 다 나아서 너무 기뻐.,0,1
친구가 이번에 내 건강을 위해 건강식품을 많이 보내주었어.,0,1
드디어 갑상선염이 다 나았어.,0,1
국내 최고 의사에게 치료받을 수 있게 되었어.,0,1
이번 프로젝트는 성황리에 잘 마무리될 거라고 생각해.,0,1
나는 우리 부서가 올해 최대 실적을 거둘 거라고 생각하고 있어.,0,1
드디어 회사 프로젝트가 끝나서 너무 기뻐.,0,1
우리 회사는 업무강도가 센대도 불구하고 어느 직원 하나 불평이 없어.,0,1
최근에 업무 관련해서 박 과장을 엄청 나무랐는데 마음이 많이 쓰여.,0,1
중년이지만 재취업이 틀림없음으로 너무 기쁘고 행복하다.,0,1
계속 일만 했는데 이번 여름에 보낼 휴가를 생각하니 너무 기쁘고 설레어!,0,1
오늘 대표님에게 좋은 인상을 남긴 것 같아.,0,1
지금 내 나이로 취직을 해서 너무 다행이야!,0,1
저번 달에는 쉴 틈 없이 바빴는데 다행이도 이번 달은 많이 바쁘지 않아 매우 안심돼.,0,1
내 제안서가 승인이 됐어. 정말 다행이야.,0,2
직장에서 맡은 이 직무가 나랑 잘 맞아서 정말 다행이야.,0,1
내가 맡은 그 업체와 거래가 잘 성사되어서 다행이야.,0,1
요즘 장이 아파서 오늘 병원에 갔다 왔어.,0,1
부정맥으로 병원에서 진찰을 받은 형님이 수술을 안 받으셔도 된다니 정말 기뻐.,0,1
