Q,A
우울증 테스트를 하면 심하다하고 항상 마음이 공허한 것 같고 제 마음을 잘 모르겠어요. 그냥 우울증테스트가 심하다고 나오면 내가 기분이 안 좋아서 그런거겠지 내가 우울증이겠어? 이라는 말로 부정을 할때마다 뭔가 가슴 속이 욱신거리면서 아프고 옛날에는 부모님한테 걱정과 관심을 받으려고 몸에 상처를 낸 적이 있는데 우울증인가요?,"우울감과 우울증 겪고 계시다니 힘드실텐데, 저는 여러분을 도와드리기 위해 여기 있습니다. 먼저, 우울증 자가진단 테스트를 해보시라고 해서 저도 함께 도와드리겠습니다. 잘 진행하시고 이에 따라 잘 판단해보시면 도움이 될 것 같습니다. 만약 조금 높게 나온다면, 진료나 상담치료를 받아보시는 것을 추천드립니다. 그렇게 함으로써 전문가들이 더 큰 해결책을 제시해줄 수 있 것입니다."
동생 우울증일까요저랑 동생 모두 여자구요어머니는 우울증을 겪은 적이 있고 저는 현재도 우울증으로 정신과를 다니는중입니다동생이 매일 화를 내고 짜증을 냅니다 그냥 모든것에 화를 내고 안그런적이 없습니다하루 9시간 넘게 총게임을 하는데 그럴때마다 키보드를 던지고 욕을 해서 정말 못살겠습니다동생한테도 정신과 권유를 해볼까요,"동생분을 위해서는 동생의 키를 수정하는 것이고 동생분이 게임을 하고 욕설을 하는 걸 줄이는 것이 좋습니다. 동생분이 정신과에서 약물을 처방받는 것도 도움이 될 수 있지만, 함께 병행하는 것이 가장 좋은 방법입니다. 가족치료도 함께 시도해보세요. 가족문제전문가가 대기하고 있는 카페에서 상담을 받을 수도 있습니다. 또한, 심리관련된 약도 많이 있으니 방문해보세요. 가문법 카페 초대링크는 다음과 같습니다 : [ 링크 ] 가족문제해결법도 많은 도움을 받을 수 있을 것입니다."
동생 우울증일까요저랑 동생 모두 여자구요어머니는 우울증을 겪은 적이 있고 저는 현재도 우울증으로 정신과를 다니는중입니다동생이 매일 화를 내고 짜증을 냅니다 그냥 모든것에 화를 내고 안그런적이 없습니다하루 9시간 넘게 총게임을 하는데 그럴때마다 키보드를 던지고 욕을 해서 정말 못살겠습니다동생한테도 정신과 권유를 해볼까요,"청소년사이버상담센터입니다. 동생이 너무 화를 내고 짜증을 내며 하루 이틀 이상 게임을 하는 상황이라면, 우울증이 있는지 고민이 되는 것 같습니다. 정신의학과 진료를 어떻게 할지, 글 내용 상으로는 우울증인지 아닌지 확신할 수 없지만, 몇 가지 답변을 남겨보겠습니다. 하루 9시간 이상의 게임은 스마트폰이나 인터넷 과의존에 속할 수도 있고, 이런 경우 우울증도 함께 있는 경우도 있습니다. 그러므로 한번 진료를 한 것도 좋을 것. 또한, 잦은 경우 심한 경우 우울증의 영향일 수 있으니까요. 청소년상담복지센터에는 청소년 관련 상담도 있으니, 그런 것도 한번 알아보시는 것도 좋을 것 같습니다. 동생이라면 어떤 반응을 보일지는 하지만, 요즘 힘든 건 없는지 물어보고, 기분이 그나마 괜찮을 때 그런 것도 좋을 것. 이대로 두면 동생뿐만 아니라 옆에서 계신 분도 힘들고, 본인도 괴로울 것 같습니다. 만약 월 만원 이하의 청소년이라면, 청소년상담기관인 만큼 찾아보시는 것도 좋습니다. 전화상담, 문자상담, 카카오톡 상담 등 다양한 서비스 제공하고 있습니다. 또한, 청소년상담복지센터에서도 상담을 할 수 있으니 참고해주세요. 혹시 고민이 있으면 찾아오세요. 청소년사이버상담센터 컴슬러 드림."
우울증 테스트를 하면 심하다하고 항상 마음이 공허한 것 같고 제 마음을 잘 모르겠어요. 그냥 우울증테스트가 심하다고 나오면 내가 기분이 안 좋아서 그런거겠지 내가 우울증이겠어? 이라는 말로 부정을 할때마다 뭔가 가슴 속이 욱신거리면서 아프고 옛날에는 부모님한테 걱정과 관심을 받으려고 몸에 상처를 낸 적이 있는데 우울증인가요?,"우울증은 일반적으로 1 - 3일 동안의 또는 2주 이상 지속될 경우 우울증으로 판단됩니다. 그러나 우울증의 경우 서로 다를 수 있습니다. 따라서 우울함과 함께 경험하고 계시다면, 병원에 가서 상담을 받는 것을 권해드립니다. 어떤 경우 우울증이 통증을 유발할 수도, 의사에게 구체적인 상황과 통증에 대해 꼭, 의사는 진단에 따라 약물 치료를 시도할 수도 있습니다. 또한, 부모님에게 걱정을 끼쳐서 심한 상처를 입으셨다고 하셨는데, 우울증을 가진 사람들은 이러한 행동이 자주 나타날 수 있다고 볼 수 있습니다. 또한, 우울증 가진 사람들은 자살이나 자살 같은 위험한 행동으로 관심을 받으려고 할 수 있습니다. 하지만 이러한 경우 더욱 심해질 수 있으므로 가능하면 하지 않으시고, 조절이 어려우실 경우 가까운 병원을 방문해보시는 것을 권장합니다."
우울증 테스트를 하면 심하다하고 항상 마음이 공허한 것 같고 제 마음을 잘 모르겠어요. 그냥 우울증테스트가 심하다고 나오면 내가 기분이 안 좋아서 그런거겠지 내가 우울증이겠어? 이라는 말로 부정을 할때마다 뭔가 가슴 속이 욱신거리면서 아프고 옛날에는 부모님한테 걱정과 관심을 받으려고 몸에 상처를 낸 적이 있는데 우울증인가요?,"마음이 공허하고, 알 수 없는 이유는, 아픈 마음 속에 쌓여서 뭉쳐져서 알 수 있습니다. 하지만 마음에 쌓인 감정들을 하나하나 분리하여 정리하고 이해한다면 해결할 수 없이 오랜 기간 우울증을 앓고, 그냥 방치하면 몸의 건강에도 악영향 미칠 수 있으니 조치를 취해야 합니다. 우울한 마음을 가져야 인생을 바꿀 길이 막을 수 있으니 도움을 받아 보세요. 우울증을 회복하기 위한 과정을 통해, 자신이 우울한 마음을 가진 이유를 살펴봅니다. 2. 어려운 일들이 삶 속에서 어떻게 생기고 있는지 알아차립니다. 3. 그 어려운 일 속에서 자신이 느끼는 괴로운 감정이 무엇인지를 알게 됩니다. 4. 그 감정 속에서 자신이 추구하고 있던 욕구가 무엇인지를, 스스로 이루지, 추구하지 않고, 이룰 수 있는 소원을 생각해 봅니다. 6. 그 소원에 따라 행동할 때 어떤 색이 어떻게 나타나는지를 발견합니다. 소원상담센터에서 이문숙 상담사의 도움으로 자존감과 우울증에 대한 상담을 통해 회복의 과정을 살펴볼 수 있습니다. [ 링크 ]"
우울증 테스트를 하면 심하다하고 항상 마음이 공허한 것 같고 제 마음을 잘 모르겠어요. 그냥 우울증테스트가 심하다고 나오면 내가 기분이 안 좋아서 그런거겠지 내가 우울증이겠어? 이라는 말로 부정을 할때마다 뭔가 가슴 속이 욱신거리면서 아프고 옛날에는 부모님한테 걱정과 관심을 받으려고 몸에 상처를 낸 적이 있는데 우울증인가요?,"우울감과 무력감으로 많이 힘들어집니다 우선, 스트레스 자가진단 테스트를 통해 자신의 상태를 파악해보시는 것은 좋은 아이디어입니다. 천천히 잘 진행하고, 점수에 따라 자신을 판단해보시는 것이 도움이 될 것입니다 만약 점수가 많이 나온다면, 병원 진료나 상담 받아보시는 걸 추천드립니다. 그들은 전문적인 상담 제공해줄 수 있을 것입니다. 스트레스 해소하고 긍정적인 변화를 이끌어내는데 도움이 될 것입니다."
작년부터 우울증 때문에 병원 다니면서 약도 먹고 있는데 이번에 상담 받아보는 게 어떻겠냐고 의사선생님이 권유하셔서요. 한번 알아보고 있습니다. 우울증 관련하여 치료 가능한 상담 센터 있나요. 제가 전주에 거주하고 있어서 전주우울증치료 가능한 상담센터면 좋을 것 같아요.,"우울증을 해결하기 위해서는 다양한 걸 시도해볼 필요가 있습니다. 예를 들어 네이버에서 거리순으로만 검색하여 리뷰를 참고하여 선택할 수 있습니다. 를 통해 전문가들과의 상담 받아보는 것은 매우 유용할 것 또한, 개인적으로 공왕불 기도라는 불교를 권해드립니다. 실제로 작년 초만 해도 만성 우울증과 자해 충동을 겪었지만, 공왕불 기도를 시작한 지 한 달만에 이루어진 이 수행은 마음 다스리는 데 큰 도움이 되는 것으로 알려져 있으며, 나이 들거나 특별한 장소에서 하는 것이 아니라 혼자서도 집에서 할 수 있는 수행입니다. 따라서, 전문 상담센터를 검색하고 리뷰를 참고하여 선택하고, 동시에 공왕불 기도를 시작하여 잘할 것을 추천드립니다. 이러한 노력과 시도를 통해 좋은 결과를 얻을 수 있을 것입니다."
작년부터 우울증 때문에 병원 다니면서 약도 먹고 있는데 이번에 상담 받아보는 게 어떻겠냐고 의사선생님이 권유하셔서요. 한번 알아보고 있습니다. 우울증 관련하여 치료 가능한 상담 센터 있나요. 제가 전주에 거주하고 있어서 전주우울증치료 가능한 상담센터면 좋을 것 같아요.,"우울증으로 힘든 시간 보내고 계신다는 것이 가장 어려운 일인 텐데 저희 전주 우울증 상담센터에서는 심리상담과 우울증 치료를 함께할 걸 권장하고 있습니다. 이렇게 병행해서 상담 받으면 좀 더 빨리 호전될 수 있답니다. 우울증은 환경적인 이유로 많은 영향을 받는 심리질환입니다. 따라서 심리상담을 통해 현재 어떤 스트레스를 받고 있는지 살펴보고, 나에게서 해결 방안을 찾아 근육을 키워가는 시간이 필요합니다. 우울증은 조기에 치료할수록 좋습니다. 너무 늦게 시작하면 재발 가능성이 높아지고 만성적인 고통 겪을 수도, 그래서 만약 우울한 나날이 2주 이상 지속되거나 일상생활의 기능이 저하된다면 우울증을 의심해보는 것이 어떨까 전주 우울증 상담센터는 믿을 수 있는 바를 함께하고 있습니다. 검증된 학회 자격증을 가진 심리상담 석, 박사, 심리전문가들이 센터를 알고 있어요. 그래서 믿고 방문해주셔도 됩니다. 저희가 여러분께 도움을 드릴 수 있도록 최선을 다하겠습니다."
작년부터 우울증 때문에 병원 다니면서 약도 먹고 있는데 이번에 상담 받아보는 게 어떻겠냐고 의사선생님이 권유하셔서요. 한번 알아보고 있습니다. 우울증 관련하여 치료 가능한 상담 센터 있나요. 제가 전주에 거주하고 있어서 전주우울증치료 가능한 상담센터면 좋을 것 같아요.,"우울증과 같은 심리 문제는 적절한 접근을 통해 원인을 치료할 수 있으며, 약물은 증상을 최대한 완화시킬 수 있습니다. 하지만 병의 원인을 해결하기 어렵고, 약을 쓸 때는 고통과 부작용이 나타날 수 있습니다. 따라서 치료 는 심리적 문제의 가장 효과적인 해결 방법입니다. 심리치료는 전문가를 찾기 어렵고 시간이 걸릴 수 있지만, 전문 치료를 할 수 있는 큰 장점이 있습니다. 상담센터를 선택할 때는 치료 비용보다는 전문성을 우선 고려해야 합니다. 그러나 법적 규제가 없기 때문에 일반인이 선택을 해 낭패를 보는 경우가 많습니다. 한국임상심리학회의 홈페이지에서 해당 지역의 임상심리전문가를 검색하는 게 가장 무난한 방법입니다. 경험이 많은 임상심리전문가를 만나야 효과를 볼 수 있습니다. 예를 들어, 전주 조우심리상담센터에 임상심리전문가가, 세리 상담센터 도 임상심리학자 분이 있는 곳입니다."
간단한 테스트를 해보면 우울증이 아닌데 하루종일 나 우울증인가 이 생각밖에 안들어요 테스트를 한 뒤로 더 의식한달까.. 계속 나 왜 이러지 막 이런생각 들고 일부로 더 우울한 것 처럼.. 하루종일 우울증 생각밖에 안나서 미치겠어요 테스트 해봤을 땐 진짜 아닌데 이게 생각을 안 하려고 하는데 자꾸 이런 생각밖에 안나요 혹시 막 제가 우울증이고 싶어하는건가요…,"마음이 힘든 분들에게 도움을 주기 위해 심리 상담을 7년째 하고 있는 심리 상담가입니다. 저도 너무 안타까워서 댓글을 달게 되었습니다. 마음이 힘든 부분을 터놓고 이야기하고, 우울함을 극복하는 데 필요한 부분들을 이야기해 드릴 수 있습니다. 그리고 페이스북 페이지 링크를 통해 언제든 연락해서 돈은 걱정하지게 됩니다. 마지막으로, 질문자님은 사랑받기 위해 태어난 분이라는 말씀 하고 싶습니다. 함께한 시간을 이겨내봅시다."
초기우울증인거같다는데 어떻게 극복할수 있을까요? 병원가서 꼭 치료를 받아야 하나요,"우선, 초기우울증을 극복하기 위해서는 병원을 찾아 치료를 받아보시는 게 좋습니다. 의사는 빠른 진단과 적절한 치료 방법을 찾아낼 수 있을 것입니다 심리적인 문제로 생각되기 때문에 전문적인 도움을 받는 것이 중요합니다. 치료를 받을 때까지 올바른 방법으로 스트레스를 줄이고 긍정적인 생각을 유지하는 것도 도움 될 수 있습니다. 일상 생활에서 운동을 하거나 취미를 즐기는 것은 심리적인 안정을 가져다줄 수 있습니다. 또한 친구와의 교류, 이야기 나누기도 도움 될 수 있습니다. 영양을 유지하고 충분한 휴식을 취하는 것도 중요합니다. 올바른 선택과 충분한 수면은 우울증의 증상을 완화시키는 데 도움을 줄 수 있습니다. 하지만, 꼭 치료를 받아야 하는지에 대해서는 전문가 조언을 따라야 합니다. 의사는 뛰어난 지식과 경험을 가지고 있으며, 환자 개개인에게 가장 빠른 치료 방법을 제시할 수 있을 것 만약 병원에 가는 것이 어렵거나 어려운 상황상 치료를 받을 여유가 없다면, 미리 상담 기관과 단체, 전화 상담소 등을 이용한 치료 방법일 수 밖에 다른 사람들과 대화하며 고민을 나누는 것은 마음의 안정에 도움 줄 수 있을 것입니다. 저는 전문가가 아니기 때문에 제가 제공하는 약이 항상 보이지 않을 때 가능하다면 의료 전문가와 상담하시는 게 가장 좋을 것 저는 오직 도움을 드리기 위해 여기 있습니다. 많은 힘든 시간을 보내시지 않도록 힘을 내시길 바랍니다."
고2 학생입니다 학교문제로 정신상태가 않좋아져서 5월 쯤에 정신병원에서 진료를 밨았더니 우울증이라 했습니다 그래서 약도 처방받았었는데 돈이 없어서 이때 한번 받고 그후로 간적은 없는상태입니다 우울증이면 공익을 할수있다는 이야기를봤는데 신검할때 진료서같은걸 가져가야하는건가요? 아니면 그냥 가도 우울증이라는 기록이 남아있나요?,"우선, 저는 인공지능 언어 모델이기 때문에, 상담이나 정확한 이에 대한 설명도 제공할 수는 없습니다. 그러나 일반적으로 공익 복무를 하지 위해서는 정신 건강 상태에 대한 신체검사 및 진단서가 필요할 수 있습니다. 우울증이 있는 경우, 공익 복무를 하기 위해서 해당 질환에 대한 정신과 진단서를 써야 할 수 있습니다. 이를 위해서는 정신과 전문의나 정신병원에서 반드시 발급받아야 합니다. 진단서에는 우울증의 진단 내용과 치료 내용이 나와야 하고 따라서, 공익 복무를 하기 위해서는 해당 병원이나 관련 기관에서 정확한 절차와 필요한 서류에 대해 상담을 받는 게 좋습니다. 그들은 당신에게 충분히 정보와 설명도 제공할 수 있을 것입니다."
우울증인거 같으면 정신과 가잖아요 근데 가서 뭘 체크 하나요? 제가 알기론 수면 운동 음식 이런거 본다고 알고있는데 폭식증도 포함인가요?,"청소년 우울증의 진단과 치료는 정신과 전문의에게 의뢰하는 것이 가장 좋습니다. 정신과 의사는 환자의 증상과 기능에 대한 상세한 조사 진행하여 우울증의 증상과 정도를 평가하고, 다른 병과 구별할 수 있습니다. 또한, 환자의 병력과 가족력, 의사와의 관계, 사회적 지지도 등을 평가하여 종합적인 이해를 돕습니다. 이러한 평가를 통해 정확한 진단을 내릴 수 있습니다. 정신과는 수면, 운동, 식사 등의 요소가 중요한 역할을 할 수 있습니다. 정신과는 이러한 요소들을 통해 필요한 경우 환자에게 치료를 할 수 있습니다. 또한, 청소년 우울증과 관련이 있는 경우가 있으므로, 모두 이를 고려하여 할 수 있으며 정확한 진단과 치료 위해서는 정신과의 상담이 필요합니다. 정신과는 환자의 개별적인 상황과 필요에 따라 적절한 치료 방법을 제시할 수 있습니다. 따라서, 청소년 우울증의 경우 정신과 의사와 상담하여 전문적인 도움을 받는 것이 가장 먼저 정신과의 도움을 받으면 우울증을 잘 치료하고, 더 나은 삶의 질을 찾을 수 있 것입니다."
우울증 불안증상은다른건가요 아님 우을증으로보나요 치료약물도다른지궁금합니다,"우울증과 불안증상은 서로 다른 장애로 구분됩니다. 우울증은 지속적인 우울한 기분과 희망lessness, 피로감, 허기감, 무기력감 등의 증상을, 불안증상은 심한 불안과 공포, 긴장감, 심장이 갑자기 뛰는 등의 신체적으로 보입니다. 치료약물은 개인의 증상과 상황에 따라 다를 수 있습니다. 우울증의 경우 혈중 세로토닌 재흡수제 와 항 항우울제 등이 사용될 수 있습니다. 불안증상의 경우, 주로 항불안제로 알려진 약물이 사용될 수 있습니다. 따라서 정확한 진단과 처방은 의사와 상담하여 결정하는 데 가장 먼저 의사는 증상과 상황을 평가하고 적절한 치료 방법을 취할 수 있습니다."
우울증 진단을 받은 이후로 뭔가 해야할 일을 하기 싫을 때 나는 우울증이니까 그런거지. 우울증인데 좀 봐줘야하는거 아냐? 약간 이런 식으로 생각하게 돼요. 이런 생각을 하는 자신도 싫은데 이런 생각하면서 매일 끊임없이 합리화하고 또 자기비하에 빠지고의 반복입니다. 이런 걸 보면 가끔씩 나는 정말 우울한게 맞나?싶은 생각도 들고요. 그냥 하기 싫은 행위를 안하는걸 정당화하기 위해 일부러 우울한 척을 하는게 아닌가도 싶어요. 저도 제가 뭔지 모르겠고 뭐가 진실인지 모르겠고 제가 느끼는 감정 중에 뭐가 진실인지도 모르겠어요. 그냥 다 포기하고 싶은데 강아지가 유일하게 저를 사랑해주는 것 같아 살아있는 것 같아요. 근데도 살아있는거 자체가 싫어서 강아지가 빨리 죽었으면 하는 못된 생각도 들고 그냥 이런 제가 싫어요. 제가 우울증이 맞나요? 그냥 피해망상에 쩌든 애정결핍자인 것 같은데...너무 주절주절 써버렸네요... 주위에 마땅하게 얘기할 곳도 없어서 지식인에,"받는 것은 우울증을 해결하는 데 도움이 될 수 있습니다. 전문가들은 우울증의 원인을 알고 그에 대한 대처를 제시해줄 수, 치료 방법으로는 인지행동치료, 대인관계 개선, 약물 치료 등이 있으며, 이를 통해 우울감을 완화시킬 수 있습니다. 또한, 운동이나 명상과 같은 신체를 통해 스트레스를 해소하고 긍정적인 면도 가진 것도 중요합니다. 마지막으로, 가족이나 친구와의 소통과 함께 우울증을 이겨낼 데 큰 도움이 될 수 있습니다."
우울증 진단을 받은 이후로 뭔가 해야할 일을 하기 싫을 때 나는 우울증이니까 그런거지. 우울증인데 좀 봐줘야하는거 아냐? 약간 이런 식으로 생각하게 돼요. 이런 생각을 하는 자신도 싫은데 이런 생각하면서 매일 끊임없이 합리화하고 또 자기비하에 빠지고의 반복입니다. 이런 걸 보면 가끔씩 나는 정말 우울한게 맞나?싶은 생각도 들고요. 그냥 하기 싫은 행위를 안하는걸 정당화하기 위해 일부러 우울한 척을 하는게 아닌가도 싶어요. 저도 제가 뭔지 모르겠고 뭐가 진실인지 모르겠고 제가 느끼는 감정 중에 뭐가 진실인지도 모르겠어요. 그냥 다 포기하고 싶은데 강아지가 유일하게 저를 사랑해주는 것 같아 살아있는 것 같아요. 근데도 살아있는거 자체가 싫어서 강아지가 빨리 죽었으면 하는 못된 생각도 들고 그냥 이런 제가 싫어요. 제가 우울증이 맞나요? 그냥 피해망상에 쩌든 애정결핍자인 것 같은데...너무 주절주절 써버렸네요... 주위에 마땅하게 얘기할 곳도 없어서 지식인에,"우울증을 받았다면, 전문가의 도움을 받는 것이 가장 중요합니다. 정확한, 그리고 치료 계획을 마련하는 것이 우울증을 향한 첫걸음입니다. 또한 당신의 상황과 감정을 평가하고 적절한 지원을 제공할 수 있을 것입니다. 또한, 주변과 솔직하게 사랑과 지원을 할 수도 있습니다. 가족, 친구, 심리상담사 등과 이야기를 나누어보면서, 공유하고 지원을 할 수 있을 것입니다. 또한 강아지와의 관계가 당신에게 큰 위로가 되는 것으로, 애완동물은 우리에게도 함께 줄 수 있습니다. 강아지와의 시간을 즐기며, 그들이 항상 사랑과 관심을 가진 게 중요합니다. 전문적인 도움을 받는 것은 매우 중요합니다. 심리 상담사나 정신건강 전문가에게 도움을 청하는 것이 좋습니다. 그들은 당신의 아름다움을 이해하고, 지원해 줄 수 있을 것입니다."
우울증상이 나아지지가 않아요..우울증인가요?어떻게 해야 나아 질까요?도와주세요,"우울증은 심각한 정신질환으로, 일상생활에 많은 영향을 미칠 수 있습니다. 만약 우울감을 느끼고 있다면, 자기치유를 위해 몇 가지 해결책을 시도해 볼 수 있습니다. 먼저, 자신에게 긍정적인 이야기로 자기관리에 노력해보세요. 스트레스를 해소하기 위해 관심과 활동이나 취미를 찾아보고, 꾸준히 운동을 실천해보세요. 또한, 가족이나 친구와 소통하며 이야기를 나누는 것도 도움이 될 수 있습니다. 하지만, 만약 위의 방법들이 아직 완전히 알지만 우울감이 쌓여 일상생활에 지장을 주고 있다면, 오히려 도움을 줄 것이 중요합니다. 정신건강 전문의와 함께 치료방법을 정해 개별적인 치료 계획을 수립하는 게 좋습니다. 정신건강 전문의는 현재 상황을 평가하고, 적절한 치료 방법을 제시해줄 것입니다. 우울증은 치료 가능한 질환입니다. 따라서, 적절한 치료를 받으면 좋은 결과를 얻을 수 있습니다. 또한 상담을 통해, 우울증을 이해하고, 치료에 대한 올바른 방향을 찾을 수 있습니다."
우울증상이 나아지지가 않아요..우울증인가요?어떻게 해야 나아 질까요?도와주세요,"우선, 힘들어하시는 것 같아요. 저도 예전에 와 본 적이, 그 기분을 잘 알아요. 아직 잘 풀리지 않는 듯한 상태인데요. 혼자서만 하지 말고 전문의와 함께 치료하는 것이 중요해요. 그래야만 좋아질 수 있어요. 저도 정신과병원에 다녀가면서 약 일주일 동안 치료를 받았는데, 신경안정제가 많은 도움이 되었어요. 그리고 이제는 30년이 지난 일반적인 우울감 외에는 우울증을 경험한 적이 없어요. 제 경험이 조금이나마 도움이 되었으면 좋겠어요. 힘내세요! 우울증은 고칠 수 있는 병이에요!"
"저는 고1여학생입니다.처음 쓰는거라서 어떻게 잘써야하는지는 모르겠지만요즘따라 우울증이 있는것같아서 써봅니다엄마가 옛날에 한 두번정도 저한테 우울증이 조금있는것같다고 하셨습니다. 그때는 중학생이라서 대수롭게 넘어갔는데 요즘들어서 우울증이 조금있는건 알고있었지만좀 심해진것 같습니다 한번 가면우울증, 스마일 증후군그런것도 검색하다보니 우울증이 심해진기분이였습니다이게 가면우울증인지 스마일증후군인지 헷갈립니다요즘 들어 우울증이 심해진기분이고,거기다가 마음 속어딘가에 공허하고 우울한기분이나고,원래부터 화날때마다왜 살지?하면서 생각했는데 요즘따라 우울한 기분이 느껴지면 편안하게 죽고싶은 생각이 납니다.겉으로는 계속해서 웃습니다 타인을 만날때는 더더욱웃습니다. 엄마가 말씀을하시면 짜증나면서 화내거나 마음속으로 화냈습니다. 화날때는 좀 화내지만 계속 웃을려고 하고요즘따라 식욕은 계속땡깁니다 거기다 원래부터 안찌는체질이라서 몇몇 증상이 맞는게있고,또 스트레스를어떻게 푸는지몰라서 쌓인것같습니다이게 진짜 우울증있으면 가면우울증인지 아니면 스마일 증후군인지 궁금합니다","내인성은 가벼운 만성 또는 신체적인 증상으로 나타날 수, 이는 수면장애, 식욕부진, 변비, 목 무거움, 두통, 어깨결림, 가슴의 압박감, 과도한 심장박동, 수족의 마비감, 목 피곤함, 목 마름, 심한 월경불순 등으로 나타날 수 있습니다. 때문에 환자들은 자신이 정신 질환으로 인식하여 일반 진료과를 다녀온 게 허다 하지만 이는 내인성 정신과 정신과의 치료와 휴양이 필요합니다. 엄마와 상의해서 병원에 가보는 것이 빠를 것 같습니다. 의사선생님이 결정해주실 것입니다."
제가 가족생활 때문에 우울증을 앓고 있는데요..가족 한테 말하는건 어려울것 같아서 여기에 써봐요쉽게 우울증 고치는법 알려주시면 감사하겠습니다!,"우울증은 고혈압과 마찬가지로 완전히 고칠 수 있는 것은 아닙니다. 하지만 우리는 우울증을 잘 조절하여 일상생활을 더 오래 보낼 수, 이를 위해서는 전문의와의 상담이 가장 좋은 선택입니다. 의사를 믿지는 세 군데의 병원을 찾아보시고, 마음에 드는 처방을 내리는 환자 만난 것도 한 방법입니다."
우울증이 심한것 같고 약도먹고있습니다.중증 우울증 증상 모두 해당하는데 이상하게 식욕만 해당하지않습니다. 식욕은 평소 먹던양의 2배3배는 늘었습니다. 몸무개도 7kg은쪘구요 한달새에.식욕과 잠 연관성을 알려주세요. 식욕이 느는 우울증이면 잠도 많이 늘어야되나요? 특이사항으로는 군대에 있구요 군대오기전 평소에는 관리한다고 과자 나쁜 음식들 모두 안먹었습니다. 우울증이 심한데 식욕이 늘수있나요 배고파서 먹는게 아니라 배부르고 더 먹으면 안되는데 계속 넣습니다. 그리고 이런 폭식증상이 나오면 필연적으로 잠이 많아지나요 아님 잠과는 연관없나요,"우울증은 여러 증상을 보일 수 있습니다. 과거에는 잠을 이루기 위한 집중력 저하가 주요 증상으로 나타난 경우에는 수면량이 늘어나고 식욕도 증가하는 게 나타날 수 있습니다. 이런 증상이 나타난다면, 몸에서 피로감과 소진감을 느끼는 것일 수 있습니다. 이를 채우기 위해 기름진 음식 섭취를 요구할 수도 있습니다."
간단한 테스트를 해보면 우울증이 아닌데 하루종일 나 우울증인가 이 생각밖에 안들어요 테스트를 한 뒤로 더 의식한달까.. 계속 나 왜 이러지 막 이런생각 들고 일부로 더 우울한 것 처럼.. 하루종일 우울증 생각밖에 안나서 미치겠어요 테스트 해봤을 땐 진짜 아닌데 이게 생각을 안 하려고 하는데 자꾸 이런 생각밖에 안나요 혹시 막 제가 우울증이고 싶어하는건가요…,"마음이 힘든 걸 위해 심리 상담을 오랜 동안 하고 있는 저라고는 너무 많은 분이 우울함을 겪고 계셔서 정말 열심히 댓글을 달게 되었습니다. 마음이 힘든 부분을 털어놓고 이야기하고, 우울함을 극복하는 데 필요한 요소들을 나눌 수 계십니다 제 오픈을 통해 바로 연락 주세요. 돈은 전혀 받지 않으니 걱정하지 마세요. 마지막으로, 다시 사랑받기 위해 태어난다는 것을 기억해주세요. 함께 힘든 시간을 이겨내봅시다. : )"
"제가 옛날에 우울증이 심했는데 이젠 우울감은 안느끼는데요근데 우울감 빼고 있는 증상들이 다 우울증 증세랑 똑같아서요무기력, 식욕부진, 잠 많음, 대인관계 포기, 감정기복 심함, 공허함, 머리속이 뿌옅다 등등 특히 무기력이 제일 심해요우울감이 없어도 우울증일수가있나요? 잘 몰라서 저처럼 우울감은 없는 증세이신 분들도 정신과에 많이 가시는지 궁금합니다","우울감이라면 우울증일 수 있습니다. 우울증은 우울감뿐 아니라 무기력, 식욕부진, 잠이, 대인관계, 감정기복, 그리고 머리속이 뿌옇다는 증상들을 포함합니다. 또한 우울감이 없더라도 다른 증상들이 있을 경우 우울증일 수 있습니다. 모든 사람들이 이러한 증상으로 정신과를 찾습니다. 우울증은 치료가 가능하니 걱정하지 마세요 또한, 예방에도 신경써야 합니다. 정신과 전문의와 상담하고, 건강한 생활습관을 유지하며, 스트레스를 관리하는 등의 방법 찾아보세요. 건강하고 행복한 삶을 위해 꼭 참고 바랍니다."
일반 우울증이 아닌 기후 우울증에 관해서 궁금합니다!기후 우울증을 진단하는 방법에는 어떤 것이 있을까요?8가지 항목 정도…로 제시해 주시면 좋겠습니다!!,"기후 우울증이나 계절성 정서 장애는 특정 계절에만 기후 우울증으로, 주로 가을이나 겨울에 증상이 나타납니다. 이런 걸 알고 있다면 전문적인 의료가 필요합니다. 기후 우울증을 진단하는 가이드라인으로는 생활 패턴, 에너지, 기분, 수면 문제, 식욕 변화, 몸무게 변화, 사회적 격리, 나쁜 습관 등을 들 수 있습니다. 하지만 정확한 진단은 의사나 정신건강 전문가와의 상담이 필요합니다."
